[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:49 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:50 UTC] PHP Notice:  Undefined property: stdClass::$id in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/woocommerce-pagarme-receiver/includes/class-wc-pagarme-receiver-account.php on line 54
[30-Dec-2016 20:11:50 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:50 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:50 UTC] PHP Notice:  Undefined property: stdClass::$id in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/woocommerce-pagarme-receiver/includes/class-wc-pagarme-receiver-account.php on line 74
[30-Dec-2016 20:11:50 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
[30-Dec-2016 20:11:50 UTC] PHP Notice:  delete_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use delete_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
